,OBJECTID,SEQ_ID,DRIVER_ID,DEVICE_ID,INVOKE_CODE,STATUS,HEADING,GPS_STATUS,LOCATION_MESSAGE,MAP_HEADING,PVT_TYPE,VEHICLE_LABEL,SPEED,DIRECTION,STOP_DURATION,LONGITUDE,LATITUDE,LOCATION_TIME,LOCAL_TIME,DATE,BUILDING_NUMBER,STREET,CITY,STATE_ID,ZIP,CROSS_STREET,COUNTRY,LOCATION
137332,5346508,63417937,NCID,446075,8,0,382,1,MB1813-H13203 02/07/2015 12:00:06 AM EST 5 mph,22,MOVING UPDATE,MB1813-H13203,5.592,N,0,-71.06109056,42.31963722,2015-02-07 05:07:24.0000000,2015-02-07 00:07:24.0000000,02/07/15,9,00:07:24.00,BOSTON,MA,2125,E COTTAGE ST,US,5346533
137333,5346509,63417945,NCID,319047,8,0,184,0,MB2769-H11202 02/07/2015 12:06:52 AM EST 5 mph,5.5,MOVING UPDATE,MB2769-H11202,5.592,S,0,-71.09972583,42.31473361,2015-02-07 05:06:51.0000000,2015-02-07 00:06:51.0000000,02/07/15,127,00:06:51.00,BOSTON,MA,2119,WASHINGTON ST,US,5346534
137334,5346513,63417950,NCID,426011,2,0,382,0,SNOW171 02/07/2015 12:07:18 AM EST 0 mph,4,STOP,SNOW171,0,N,0,-71.03117639,42.34630278,2015-02-07 05:07:18.0000000,2015-02-07 00:07:18.0000000,02/07/15,72,00:07:18.00,BOSTON,MA,2210,SEAFOOD WAY,US,5346538
137335,5346516,63417953,NCID,319037,8,0,193,0,MB3066-H12307 02/07/2015 12:06:41 AM EST 18 mph,5.5,MOVING UPDATE,MB3066-H12307,18.641,S,0,-71.06713222,42.27559861,2015-02-07 05:06:40.0000000,2015-02-07 00:06:40.0000000,02/07/15,2188,00:06:40.00,BOSTON,MA,2124,ST GREGORY ST,US,5346541
137336,5346518,63417960,NCID,426437,8,0,49,0,SNOW384 02/07/2015 12:05:34 AM EST 8 mph,30.2,MOVING UPDATE,SNOW384,8.699,NE,0,-71.06516528,42.31696472,2015-02-07 05:05:34.0000000,2015-02-07 00:05:34.0000000,02/07/15,589,00:05:34.00,BOSTON,MA,2125,DUDLEY ST,US,5346543
137337,5346522,63417978,NCID,464609,5,0,217,0,MB791-H14302 02/07/2015 12:08:01 AM EST 5 mph,2.6,MOVING CONFIRMATION,MB791-H14302,5.592,SW,0,-71.10879556,42.30503056,2015-02-07 05:08:02.0000000,2015-02-07 00:08:02.0000000,02/07/15,3542,00:08:02.00,BOSTON,MA,2130,BROOKLEY RD,US,5346547
137338,5346523,63417979,NCID,426375,8,0,294,0,SNOW353 02/07/2015 12:04:14 AM EST 15 mph,8.8,MOVING UPDATE,SNOW353,15.534,NW,0,-71.042785,42.35047611,2015-02-07 05:04:14.0000000,2015-02-07 00:04:14.0000000,02/07/15,154,00:04:14.00,BOSTON,MA,2210,B ST,US,5346548
137339,5346524,63417980,NCID,464609,3,3,382,0,MB791-H14302 02/06/2015 11:04:34 PM EST Stop: 1H:3M,2,MOVING,MB791-H14302,0,,3800,-71.10918056,42.30489306,2015-02-07 05:08:01.0000000,2015-02-07 00:08:01.0000000,02/07/15,3529,00:08:01.00,BOSTON,MA,2130,BROOKLEY RD,US,5346549
137340,5346525,63417981,NCID,426375,8,0,226,0,SNOW353 02/07/2015 12:05:19 AM EST 19 mph,8.6,MOVING UPDATE,SNOW353,19.884,SW,0,-71.04419028,42.34901722,2015-02-07 05:05:19.0000000,2015-02-07 00:05:19.0000000,02/07/15,NA,00:05:19.00,BOSTON,MA,2210,CONGRESS ST,US,5346550
137341,5346526,63417984,NCID,440145,8,0,175,0,MB1177-H02301 02/07/2015 12:07:36 AM EST 18 mph,11.5,MOVING UPDATE,MB1177-H02301,18.641,S,0,-71.05850389,42.36582,2015-02-07 05:07:36.0000000,2015-02-07 00:07:36.0000000,02/07/15,112,00:07:36.00,BOSTON,MA,2114,MEDFORD ST,US,5346551
137342,5346527,63417985,NCID,318985,2,0,58,0,MB2962-H13305 02/07/2015 12:08:20 AM EST 0 mph,5.2,STOP,MB2962-H13305,0.621,NE,0,-71.05561944,42.35623,2015-02-07 05:08:18.0000000,2015-02-07 00:08:18.0000000,02/07/15,180,00:08:18.00,BOSTON,MA,2110,PEARL ST,US,5346552
137343,5346528,63417986,NCID,426071,8,0,219,0,SNOW201 02/07/2015 12:05:39 AM EST 35 mph,9.6,MOVING UPDATE,SNOW201,35.418,SW,0,-71.04972111,42.34522444,2015-02-07 05:05:39.0000000,2015-02-07 00:05:39.0000000,02/07/15,NA,00:05:39.00,BOSTON,MA,2210,W SERVICE RD EXT,US,5346553
137344,5346529,63417991,NCID,426399,8,0,192,0,SNOW365 02/07/2015 12:04:46 AM EST 15 mph,28.5,MOVING UPDATE,SNOW365,15.534,S,0,-71.08688028,42.29880611,2015-02-07 05:04:46.0000000,2015-02-07 00:04:46.0000000,02/07/15,759,00:04:46.00,BOSTON,MA,2121,WALES ST,US,5346554
137345,5346532,63417996,NCID,426071,8,0,253,0,SNOW201 02/07/2015 12:07:49 AM EST 6 mph,9.7,MOVING UPDATE,SNOW201,6.214,W,0,-71.06362583,42.33395389,2015-02-07 05:07:49.0000000,2015-02-07 00:07:49.0000000,02/07/15,NA,00:07:49.00,BOSTON,MA,2118,FRONTAGE RD,US,5346557
137346,5346534,63417998,NCID,426399,2,0,382,0,SNOW365 02/07/2015 12:07:36 AM EST 0 mph,28,STOP,SNOW365,0,N,0,-71.09204111,42.29596833,2015-02-07 05:07:36.0000000,2015-02-07 00:07:36.0000000,02/07/15,122,00:07:36.00,BOSTON,MA,2124,FRANKLIN HILL AVE,US,5346559
137347,5346535,63417999,NCID,426395,8,0,201,0,SNOW363 02/07/2015 12:05:50 AM EST 6 mph,15.5,MOVING UPDATE,SNOW363,6.214,S,0,-71.092025,42.29627417,2015-02-07 05:05:50.0000000,2015-02-07 00:05:50.0000000,02/07/15,121,00:05:50.00,BOSTON,MA,2124,FRANKLIN HILL AVE,US,5346560
137348,5346537,63418001,NCID,319037,8,0,187,0,MB3066-H12307 02/07/2015 12:07:41 AM EST 7 mph,5.5,MOVING UPDATE,MB3066-H12307,7.456,S,0,-71.06767722,42.27357972,2015-02-07 05:07:40.0000000,2015-02-07 00:07:40.0000000,02/07/15,2246,00:07:40.00,BOSTON,MA,2124,RICHMOND ST,US,5346562
137349,5346538,63418002,NCID,426317,8,0,54,0,SNOW324 02/07/2015 12:03:43 AM EST 4 mph,28.2,MOVING UPDATE,SNOW324,4.35,NE,0,-71.06078778,42.37182667,2015-02-07 05:03:43.0000000,2015-02-07 00:03:43.0000000,02/07/15,NA,00:03:43.00,BOSTON,MA,2129,CITY SQ,US,5346563
137350,5346539,63418003,NCID,319037,8,0,238,0,MB3066-H12307 02/07/2015 12:08:41 AM EST 16 mph,5.6,MOVING UPDATE,MB3066-H12307,16.156,SW,0,-71.06944944,42.27243167,2015-02-07 05:08:40.0000000,2015-02-07 00:08:40.0000000,02/07/15,2,00:08:40.00,BOSTON,MA,2126,WASHINGTON ST,US,5346564
137351,5346540,63418004,NCID,319097,3,0,382,0,MB2184-H11201 02/07/2015 12:06:46 AM EST 0 mph,5,MOVING,MB2184-H11201,0,N,110,-71.07084917,42.35984333,2015-02-07 05:08:40.0000000,2015-02-07 00:08:40.0000000,02/07/15,58,00:08:40.00,BOSTON,MA,2114,REVERE ST,US,5346565
137352,5346541,63418005,NCID,319097,5,0,183,0,MB2184-H11201 02/07/2015 12:08:42 AM EST 5 mph,5.5,MOVING CONFIRMATION,MB2184-H11201,5.592,S,0,-71.07083472,42.35968722,2015-02-07 05:08:41.0000000,2015-02-07 00:08:41.0000000,02/07/15,138,00:08:41.00,BOSTON,MA,2114,REVERE ST,US,5346566
137353,5346542,63418006,NCID,318985,3,0,382,0,MB2962-H13305 02/07/2015 12:08:20 AM EST 0 mph,5,MOVING,MB2962-H13305,0,N,20,-71.05561944,42.35623,2015-02-07 05:08:39.0000000,2015-02-07 00:08:39.0000000,02/07/15,180,00:08:39.00,BOSTON,MA,2110,PEARL ST,US,5346567
137354,5346543,63418007,NCID,318985,5,0,162,0,MB2962-H13305 02/07/2015 12:08:41 AM EST 7 mph,5.5,MOVING CONFIRMATION,MB2962-H13305,7.456,S,0,-71.05562806,42.35622167,2015-02-07 05:08:40.0000000,2015-02-07 00:08:40.0000000,02/07/15,142,00:08:40.00,BOSTON,MA,2110,FRANKLIN ST,US,5346568
137355,5346544,63418008,NCID,426393,8,0,255,0,SNOW362 02/07/2015 12:04:37 AM EST 24 mph,14.7,MOVING UPDATE,SNOW362,24.233,W,0,-71.08985778,42.29758861,2015-02-07 05:04:42.0000000,2015-02-07 00:04:42.0000000,02/07/15,57,00:04:42.00,BOSTON,MA,2124,ANGELL ST,US,5346569
137356,5346546,63418010,NCID,426317,8,0,265,0,SNOW324 02/07/2015 12:07:13 AM EST 1 mph,28.7,MOVING UPDATE,SNOW324,1.864,W,0,-71.05549333,42.381445,2015-02-07 05:07:13.0000000,2015-02-07 00:07:13.0000000,02/07/15,132,00:07:13.00,BOSTON,MA,2129,CHELSEA ST,US,5346571
137357,5346548,63418026,NCID,426029,5,0,325,0,SNOW180 02/07/2015 12:04:03 AM EST 24 mph,14.8,MOVING CONFIRMATION,SNOW180,24.233,NW,0,-71.03535,42.3469625,2015-02-07 05:04:03.0000000,2015-02-07 00:04:03.0000000,02/07/15,NA,00:04:03.00,BOSTON,MA,2210,CHANNEL ST,US,5346573
137358,5346550,63418039,NCID,426393,8,0,48,0,SNOW362 02/07/2015 12:06:47 AM EST 6 mph,14.2,MOVING UPDATE,SNOW362,6.214,NE,0,-71.0936075,42.29402083,2015-02-07 05:06:55.0000000,2015-02-07 00:06:55.0000000,02/07/15,198,00:06:55.00,BOSTON,MA,2124,AUSTIN ST,US,5346575
137359,5346552,63418041,NCID,426317,2,0,382,0,SNOW324 02/07/2015 12:08:08 AM EST 0 mph,28,STOP,SNOW324,0,N,0,-71.05577222,42.38147722,2015-02-07 05:08:08.0000000,2015-02-07 00:08:08.0000000,02/07/15,142,00:08:08.00,BOSTON,MA,2129,CHELSEA ST,US,5346577
137360,5346555,63418045,NCID,318977,8,0,115,0,MB961-H13310 02/07/2015 12:08:38 AM EST 13 mph,5.4,MOVING UPDATE,MB961-H13310,13.049,SE,0,-71.09348222,42.33678222,2015-02-07 05:08:38.0000000,2015-02-07 00:08:38.0000000,02/07/15,332,00:08:38.00,BOSTON,MA,2120,PARKER ST,US,5346580
137361,5346557,63418049,NCID,426387,8,0,33,0,SNOW359 02/07/2015 12:02:10 AM EST 17 mph,3.2,MOVING UPDATE,SNOW359,17.398,NE,0,-71.06660278,42.31544111,2015-02-07 05:02:10.0000000,2015-02-07 00:02:10.0000000,02/07/15,517,00:02:10.00,BOSTON,MA,2125,DAVERN AVE,US,5346582
137362,5346558,63418050,NCID,426447,8,0,43,0,SNOW389 02/07/2015 12:07:16 AM EST 4 mph,17.2,MOVING UPDATE,SNOW389,4.35,NE,0,-71.0539,42.32151917,2015-02-07 05:07:16.0000000,2015-02-07 00:07:16.0000000,02/07/15,NA,00:07:16.00,BOSTON,MA,2125,COLUMBIA RD,US,5346583
137363,5346559,63418051,NCID,426029,8,0,301,0,SNOW180 02/07/2015 12:05:09 AM EST 37 mph,14.8,MOVING UPDATE,SNOW180,37.904,NW,0,-71.04147611,42.34687667,2015-02-07 05:05:09.0000000,2015-02-07 00:05:09.0000000,02/07/15,NA,00:05:09.00,BOSTON,MA,2210,D ST,US,5346584
137364,5346560,63418052,NCID,440129,8,0,9,0,MB2136-H08202 02/07/2015 12:08:57 AM EST 7 mph,5.1,MOVING UPDATE,MB2136-H08202,7.456,N,0,-71.11427194,42.31194417,2015-02-07 05:08:55.0000000,2015-02-07 00:08:55.0000000,02/07/15,687,00:08:55.00,BOSTON,MA,2130,BURROUGHS ST,US,5346585
137365,5346561,63418053,NCID,449399,8,0,63,0,MB2895-H13209 02/07/2015 12:08:51 AM EST 28 mph,6.2,MOVING UPDATE,MB2895-H13209,28.583,NE,0,-71.02114,42.38157167,2015-02-07 05:08:50.0000000,2015-02-07 00:08:50.0000000,02/07/15,501,00:08:50.00,BOSTON,MA,2128,HARMONY ST,US,5346586
137366,5346563,63418055,NCID,426387,8,0,39,0,SNOW359 02/07/2015 12:03:20 AM EST 19 mph,3.2,MOVING UPDATE,SNOW359,19.884,NE,0,-71.06249389,42.31970056,2015-02-07 05:03:20.0000000,2015-02-07 00:03:20.0000000,02/07/15,681,00:03:20.00,BOSTON,MA,2125,ELDER ST,US,5346588
137367,5346564,63418056,NCID,426029,8,0,220,0,SNOW180 02/07/2015 12:06:14 AM EST 31 mph,14.6,MOVING UPDATE,SNOW180,31.069,SW,0,-71.05046667,42.34462361,2015-02-07 05:06:14.0000000,2015-02-07 00:06:14.0000000,02/07/15,NA,00:06:14.00,BOSTON,MA,2210,CYPHER ST,US,5346589
137368,5346565,63418057,NCID,426447,8,0,327,0,SNOW389 02/07/2015 12:08:26 AM EST 39 mph,17.8,MOVING UPDATE,SNOW389,39.768,NW,0,-71.05486556,42.32367556,2015-02-07 05:08:26.0000000,2015-02-07 00:08:26.0000000,02/07/15,NA,00:08:26.00,BOSTON,MA,2125,RAMP-,US,5346590
137369,5346566,63418058,NCID,426387,8,0,30,0,SNOW359 02/07/2015 12:04:25 AM EST 11 mph,3.2,MOVING UPDATE,SNOW359,11.185,NE,0,-71.060375,42.32338056,2015-02-07 05:04:25.0000000,2015-02-07 00:04:25.0000000,02/07/15,185,00:04:25.00,BOSTON,MA,2125,HARVEST ST,US,5346591
137370,5346567,63418059,NCID,426029,8,0,225,0,SNOW180 02/07/2015 12:07:20 AM EST 37 mph,14.6,MOVING UPDATE,SNOW180,37.904,SW,0,-71.05944139,42.33716167,2015-02-07 05:07:20.0000000,2015-02-07 00:07:20.0000000,02/07/15,NA,00:07:20.00,BOSTON,MA,2127,FRONTAGE RD,US,5346592
137371,5346569,63418061,NCID,426387,8,0,18,0,SNOW359 02/07/2015 12:05:31 AM EST 15 mph,3.1,MOVING UPDATE,SNOW359,15.534,N,0,-71.05843833,42.32678694,2015-02-07 05:05:31.0000000,2015-02-07 00:05:31.0000000,02/07/15,84,00:05:31.00,BOSTON,MA,2125,AL ZWIERCAN WAY,US,5346594
137372,5346570,63418062,NCID,426029,8,0,147,0,SNOW180 02/07/2015 12:08:31 AM EST 17 mph,14.4,MOVING UPDATE,SNOW180,17.398,SE,0,-71.06436056,42.33344944,2015-02-07 05:08:31.0000000,2015-02-07 00:08:31.0000000,02/07/15,NA,00:08:31.00,BOSTON,MA,2118,SOUTH BOSTON BYPASS RD,US,5346595
137373,5346571,63418063,NCID,318987,8,0,237,0,MB891-H13307 02/07/2015 12:09:02 AM EST 9 mph,5.6,MOVING UPDATE,MB891-H13307,9.942,SW,0,-71.08809833,42.29472611,2015-02-07 05:09:02.0000000,2015-02-07 00:09:02.0000000,02/07/15,246,00:09:02.00,BOSTON,MA,2124,BLUE HILL AVE,US,5346596
137374,5346572,63418064,NCID,426387,8,0,27,0,SNOW359 02/07/2015 12:06:36 AM EST 8 mph,3.2,MOVING UPDATE,SNOW359,8.699,NE,0,-71.0573225,42.32900778,2015-02-07 05:06:36.0000000,2015-02-07 00:06:36.0000000,02/07/15,16,00:06:36.00,BOSTON,MA,2127,DORCHESTER AVE,US,5346597
137375,5346573,63418065,NCID,440145,8,0,87,0,MB1177-H02301 02/07/2015 12:08:36 AM EST 5 mph,11.3,MOVING UPDATE,MB1177-H02301,5.592,E,0,-71.05953028,42.36323611,2015-02-07 05:08:36.0000000,2015-02-07 00:08:36.0000000,02/07/15,NA,00:08:36.00,BOSTON,MA,2114,FRIEND ST,US,5346598
137376,5346574,63418066,NCID,319045,8,0,151,0,MB2274-H12206 02/07/2015 12:08:38 AM EST 23 mph,5.4,MOVING UPDATE,MB2274-H12206,23.612,SE,0,-71.124845,42.2841675,2015-02-07 05:08:38.0000000,2015-02-07 00:08:38.0000000,02/07/15,95,00:08:38.00,BOSTON,MA,2131,SYCAMORE ST,US,5346599
137377,5346575,63418067,NCID,426425,5,0,216,0,SNOW378 02/07/2015 12:04:42 AM EST 1 mph,18.6,MOVING CONFIRMATION,SNOW378,1.864,SW,0,-71.04019917,42.347735,2015-02-07 05:04:42.0000000,2015-02-07 00:04:42.0000000,02/07/15,NA,00:04:42.00,BOSTON,MA,2210,CONGRESS ST,US,5346600
137378,5346576,63418068,NCID,426029,8,0,177,0,SNOW180 02/07/2015 12:09:34 AM EST 26 mph,14.5,MOVING UPDATE,SNOW180,26.719,S,0,-71.05906583,42.32699611,2015-02-07 05:09:34.0000000,2015-02-07 00:09:34.0000000,02/07/15,67,00:09:34.00,BOSTON,MA,2125,AL ZWIERCAN WAY,US,5346601
137379,5346577,63418073,NCID,318975,8,0,237,0,MB965-H12215 02/07/2015 12:08:46 AM EST 22 mph,5.6,MOVING UPDATE,MB965-H12215,22.369,SW,0,-71.05225083,42.35511667,2015-02-07 05:08:44.0000000,2015-02-07 00:08:44.0000000,02/07/15,129,00:08:44.00,BOSTON,MA,2110,OLIVER ST,US,5346602
137380,5346578,63418074,NCID,426425,2,0,382,0,SNOW378 02/07/2015 12:02:41 AM EST 0 mph,18,STOP,SNOW378,0,N,0,-71.04563333,42.34918333,2015-02-07 05:02:41.0000000,2015-02-07 00:02:41.0000000,02/07/15,571,00:02:41.00,BOSTON,MA,2210,RAMP-,US,5346603
137381,5346581,63418077,NCID,319047,2,0,61,0,MB2769-H11202 02/07/2015 12:09:28 AM EST 0 mph,5.2,STOP,MB2769-H11202,0,NE,0,-71.09897194,42.31297917,2015-02-07 05:09:28.0000000,2015-02-07 00:09:28.0000000,02/07/15,NA,00:09:28.00,BOSTON,MA,2119,,US,5346606
137382,5346583,63418080,NCID,426425,8,0,109,0,SNOW378 02/07/2015 12:05:47 AM EST 15 mph,18.3,MOVING UPDATE,SNOW378,15.534,E,0,-71.03698056,42.34802472,2015-02-07 05:05:47.0000000,2015-02-07 00:05:47.0000000,02/07/15,311,00:05:47.00,BOSTON,MA,2210,CONGRESS ST,US,5346608
137383,5346584,63418081,NCID,426425,8,0,30,0,SNOW378 02/07/2015 12:06:52 AM EST 19 mph,18.2,MOVING UPDATE,SNOW378,19.884,NE,0,-71.03128361,42.34566944,2015-02-07 05:06:52.0000000,2015-02-07 00:06:52.0000000,02/07/15,43,00:06:52.00,BOSTON,MA,2210,NORTHERN AVE,US,5346609
137384,5346586,63418083,NCID,426425,2,0,382,0,SNOW378 02/07/2015 12:08:41 AM EST 0 mph,18,STOP,SNOW378,0,N,0,-71.03129444,42.34617944,2015-02-07 05:08:41.0000000,2015-02-07 00:08:41.0000000,02/07/15,64,00:08:41.00,BOSTON,MA,2210,SEAFOOD WAY,US,5346611
137385,5346587,63418084,NCID,435251,8,0,184,0,MB786-H12318 02/07/2015 12:09:09 AM EST 5 mph,12.5,MOVING UPDATE,MB786-H12318,5.592,S,0,-71.12243944,42.25910972,2015-02-07 05:09:08.0000000,2015-02-07 00:09:08.0000000,02/07/15,80,00:09:08.00,BOSTON,MA,2136,WEBSTER ST,US,5346612
137386,5346591,63418088,NCID,426323,8,0,216,0,SNOW327 02/07/2015 12:05:51 AM EST 17 mph,15.6,MOVING UPDATE,SNOW327,17.398,SW,0,-71.05541833,42.37607,2015-02-07 05:05:51.0000000,2015-02-07 00:05:51.0000000,02/07/15,71,00:05:51.00,BOSTON,MA,2129,VINE ST,US,5346616
137387,5346592,63418089,NCID,319037,8,0,273,0,MB3066-H12307 02/07/2015 12:09:41 AM EST 15 mph,5.7,MOVING UPDATE,MB3066-H12307,15.534,W,0,-71.07373917,42.27140333,2015-02-07 05:09:40.0000000,2015-02-07 00:09:40.0000000,02/07/15,77,00:09:40.00,BOSTON,MA,2126,STURBRIDGE ST,US,5346617
137388,5346593,63418090,NCID,426313,8,0,225,0,SNOW322 02/07/2015 12:05:54 AM EST 1 mph,1.6,MOVING UPDATE,SNOW322,1.864,SW,0,-71.05611556,42.37545833,2015-02-07 05:05:54.0000000,2015-02-07 00:05:54.0000000,02/07/15,71,00:05:54.00,BOSTON,MA,2129,5TH ST,US,5346618
137389,5346594,63418091,NCID,426323,8,0,151,0,SNOW327 02/07/2015 12:08:01 AM EST 28 mph,15.4,MOVING UPDATE,SNOW327,28.583,SE,0,-71.06048222,42.36961111,2015-02-07 05:08:01.0000000,2015-02-07 00:08:01.0000000,02/07/15,NA,00:08:01.00,BOSTON,MA,2129,NEW RUTHERFORD AVE,US,5346619
137390,5346595,63418092,NCID,318985,8,0,382,0,MB2962-H13305 02/07/2015 12:09:41 AM EST 7 mph,5,MOVING UPDATE,MB2962-H13305,7.456,N,0,-71.05350861,42.35410083,2015-02-07 05:09:39.0000000,2015-02-07 00:09:39.0000000,02/07/15,NA,00:09:39.00,BOSTON,MA,2110,CONGRESS ST,US,5346620
137391,5346596,63418093,NCID,440237,8,0,22,0,MB2148-H08206 02/07/2015 12:09:44 AM EST 16 mph,28.1,MOVING UPDATE,MB2148-H08206,16.777,N,0,-71.15780167,42.28197528,2015-02-07 05:09:44.0000000,2015-02-07 00:09:44.0000000,02/07/15,2001,00:09:44.00,BOSTON,MA,2132,QUINN WAY,US,5346621
137392,5346597,63418094,NCID,426305,5,0,129,0,SNOW318 02/07/2015 12:04:56 AM EST 13 mph,4.4,MOVING CONFIRMATION,SNOW318,13.049,SE,0,-71.05168444,42.38090861,2015-02-07 05:04:56.0000000,2015-02-07 00:04:56.0000000,02/07/15,NA,00:04:56.00,BOSTON,MA,2129,CHELSEA ST,US,5346622
137393,5346598,63418095,NCID,426315,5,0,180,0,SNOW323 02/07/2015 12:04:54 AM EST 13 mph,19.5,MOVING CONFIRMATION,SNOW323,13.049,S,0,-71.05169,42.38067778,2015-02-07 05:04:54.0000000,2015-02-07 00:04:54.0000000,02/07/15,NA,00:04:54.00,BOSTON,MA,2129,MYSTIC RIVER BRG,US,5346623
137394,5346599,63418096,NCID,426313,8,0,156,0,SNOW322 02/07/2015 12:08:14 AM EST 24 mph,1.4,MOVING UPDATE,SNOW322,24.233,SE,0,-71.05895861,42.36737417,2015-02-07 05:08:14.0000000,2015-02-07 00:08:14.0000000,02/07/15,242,00:08:14.00,BOSTON,MA,2114,JOE TECCE WAY,US,5346624
137395,5346603,63418100,NCID,426315,8,0,231,0,SNOW323 02/07/2015 12:07:10 AM EST 8 mph,19.6,MOVING UPDATE,SNOW323,8.699,SW,0,-71.0604125,42.37230417,2015-02-07 05:07:10.0000000,2015-02-07 00:07:10.0000000,02/07/15,27,00:07:10.00,BOSTON,MA,2129,WARREN ST,US,5346628
137396,5346604,63418101,NCID,446075,8,0,382,1,MB1813-H13203 02/07/2015 12:00:06 AM EST 5 mph,22,MOVING UPDATE,MB1813-H13203,5.592,N,0,-71.06109056,42.31963722,2015-02-07 05:09:24.0000000,2015-02-07 00:09:24.0000000,02/07/15,9,00:09:24.00,BOSTON,MA,2125,E COTTAGE ST,US,5346629
137397,5346612,63418139,NCID,426327,8,0,252,0,SNOW329 02/07/2015 12:08:08 AM EST 13 mph,4.7,MOVING UPDATE,SNOW329,13.049,W,0,-71.16129583,42.27797056,2015-02-07 05:08:08.0000000,2015-02-07 00:08:08.0000000,02/07/15,27,00:08:08.00,BOSTON,MA,2132,ALARIC ST,US,5346637
137398,5346613,63418140,NCID,426321,2,0,382,0,SNOW326 02/07/2015 12:08:31 AM EST 0 mph,5,STOP,SNOW326,0,N,0,-71.05584194,42.38146667,2015-02-07 05:08:31.0000000,2015-02-07 00:08:31.0000000,02/07/15,144,00:08:31.00,BOSTON,MA,2129,CHELSEA ST,US,5346638
137399,5346618,63418154,NCID,319097,8,0,178,0,MB2184-H11201 02/07/2015 12:09:49 AM EST 5 mph,5.5,MOVING UPDATE,MB2184-H11201,5.592,S,0,-71.07086861,42.35973528,2015-02-07 05:09:47.0000000,2015-02-07 00:09:47.0000000,02/07/15,140,00:09:47.00,BOSTON,MA,2114,REVERE ST,US,5346643
137400,5346619,63418155,NCID,426327,5,0,195,0,SNOW329 02/07/2015 12:05:52 AM EST 13 mph,4.5,MOVING CONFIRMATION,SNOW329,13.049,S,0,-71.15717583,42.28326,2015-02-07 05:05:52.0000000,2015-02-07 00:05:52.0000000,02/07/15,1961,00:05:52.00,BOSTON,MA,2132,MT VERNON ST,US,5346644
137401,5346620,63418156,NCID,426321,8,0,282,0,SNOW326 02/07/2015 12:07:00 AM EST 4 mph,5.7,MOVING UPDATE,SNOW326,4.35,W,0,-71.05577222,42.38146667,2015-02-07 05:07:00.0000000,2015-02-07 00:07:00.0000000,02/07/15,142,00:07:00.00,BOSTON,MA,2129,CHELSEA ST,US,5346645
137402,5346621,63418157,NCID,440237,8,0,66,0,MB2148-H08206 02/07/2015 12:10:44 AM EST 27 mph,28.2,MOVING UPDATE,MB2148-H08206,27.962,NE,0,-71.15332917,42.28707306,2015-02-07 05:10:45.0000000,2015-02-07 00:10:45.0000000,02/07/15,1816,00:10:45.00,BOSTON,MA,2132,MAPLE ST,US,5346646
137403,5346622,63418158,NCID,319029,38,2,382,0,MB1132-H12216 02/06/2015 11:50:39 PM EST Stop: 0H:20M,5,OTHER,MB1132-H12216,0,,1220,-71.15385306,42.28679944,2015-02-07 05:11:03.0000000,2015-02-07 00:11:03.0000000,02/07/15,1833,00:11:03.00,BOSTON,MA,2132,MAPLE ST,US,5346647
137404,5346623,63418161,NCID,319069,3,1,382,0,MB335-H12231 02/07/2015 12:04:34 AM EST Stop: 0H:6M,5,MOVING,MB335-H12231,0,,380,-71.08942972,42.29770361,2015-02-07 05:11:00.0000000,2015-02-07 00:11:00.0000000,02/07/15,47,00:11:00.00,BOSTON,MA,2124,ANGELL ST,US,5346648
137405,5346624,63418162,NCID,319069,5,0,247,0,MB335-H12231 02/07/2015 12:11:00 AM EST 6 mph,5.6,MOVING CONFIRMATION,MB335-H12231,6.835,SW,0,-71.08965611,42.29766444,2015-02-07 05:11:01.0000000,2015-02-07 00:11:01.0000000,02/07/15,51,00:11:01.00,BOSTON,MA,2124,ANGELL ST,US,5346649
137406,5346625,63418164,NCID,318985,8,0,31,0,MB2962-H13305 02/07/2015 12:10:40 AM EST 6 mph,5.2,MOVING UPDATE,MB2962-H13305,6.214,NE,0,-71.04758528,42.35252139,2015-02-07 05:10:39.0000000,2015-02-07 00:10:39.0000000,02/07/15,99,00:10:39.00,BOSTON,MA,2210,CONGRESS ST,US,5346650
137407,5346626,63418165,NCID,426327,8,0,213,0,SNOW329 02/07/2015 12:07:02 AM EST 13 mph,4.6,MOVING UPDATE,SNOW329,13.049,SW,0,-71.15873139,42.27985361,2015-02-07 05:07:02.0000000,2015-02-07 00:07:02.0000000,02/07/15,2059,00:07:02.00,BOSTON,MA,2132,ALBERTA ST,US,5346651
137408,5346627,63418166,NCID,426321,8,0,295,0,SNOW326 02/07/2015 12:05:55 AM EST 17 mph,5.8,MOVING UPDATE,SNOW326,17.398,NW,0,-71.05207611,42.3811125,2015-02-07 05:05:55.0000000,2015-02-07 00:05:55.0000000,02/07/15,3,00:05:55.00,BOSTON,MA,2129,CHELSEA ST,US,5346652
137409,5346630,63418169,NCID,446075,8,0,382,1,MB1813-H13203 02/07/2015 12:00:06 AM EST 5 mph,22,MOVING UPDATE,MB1813-H13203,5.592,N,0,-71.06109056,42.31963722,2015-02-07 05:10:24.0000000,2015-02-07 00:10:24.0000000,02/07/15,9,00:10:24.00,BOSTON,MA,2125,E COTTAGE ST,US,5346655
